Agence,NomAgence,Référence,Type,Arrêt,Adresse,Ville,Secteur Inter.,Nom Client,Nom Technicien
0001,Agence Genas,AF226632,Porte piétonne,Non,654 Cours du 3ème Millenaire,ST PRIEST,0058,SNEF - Marché Orange Bron Fermeture,Olivier VUILLAUME 
0001,Agence Genas,AF226634,Ascenseur,Non,35 Avenue Barthélemy Buyer,LYON,0072,SDC LE CLOS DE TRION,Nouredine BOUNAAS
0001,Agence Genas,AF226635,Ascenseur,Non,35 Avenue Barthélemy Buyer,LYON,0072,SDC LE CLOS DE TRION,Nouredine BOUNAAS
0001,Agence Genas,AF226638,Porte de garage,Non,"132, Rue Bossuet",LYON,0021,REGUS,Romain RICORDEAU 
0001,Agence Genas,AF226642,Porte de garage,Non,218 avenue Franklin Roosevelt,BRON,0021,SDC Le Soleil d'Or,Romain RICORDEAU 
0001,Agence Genas,AF226647,EPMR elevtr pr pers a mobilité reduite,Non,29 rue Laborde,BRON,0071,Mr Baysal Ozkan,Kenzy CHABBI
0001,Agence Genas,AF226651,Ascenseur,Non,50 rue de la République,LYON,0056,Boutique Orange Ascenseurs - LYON,Yaya DOUCOURE 
0001,Agence Genas,AF226658,Rideau,Non,25 rue des Sayes,L ISLE D ABEAU,0058,Boutique Orange fermeture - LYON,Olivier VUILLAUME 
0001,Agence Genas,AF226671,Rideau,Non,Chemin Jean Marie Vianney,ECULLY,0073,Boutique Orange fermeture - LYON,Yann GENIEIS
0001,Agence Genas,AF226675,Rideau,Non,50 rue de la République,LYON,0021,Boutique Orange fermeture - LYON,Romain RICORDEAU 
0001,Agence Genas,AF226676,Porte automatique,Non,50 rue de la République,LYON,0021,Boutique Orange fermeture - LYON,Romain RICORDEAU 
0001,Agence Genas,AF226677,Porte automatique,Non,50 rue de la République,LYON,0021,Boutique Orange fermeture - LYON,Romain RICORDEAU 
0001,Agence Genas,AF226678,Rideau,Non,50 rue de la République,LYON,0021,Boutique Orange fermeture - LYON,Romain RICORDEAU 
0001,Agence Genas,AF226681,Rideau,Non,17 rue du Docteur Bouchut,LYON,0021,Boutique Orange fermeture - LYON,Romain RICORDEAU 
0001,Agence Genas,AF226784,Ascenseur,Non,12 Zone d'Activités Les Sambètes ,SAINT ROMAIN DE JALIONAS ,0070,TERRE & LOGIS ,Guillaume LANGLOIS
0001,Agence Genas,CM 000 057,EPMR elevtr pr pers a mobilité reduite,Non,134 chemin du Puts,VIRIVILLE,0030,EAP FRANCE SAS,Karim MOKNECHE
0001,Agence Genas,AF226790,Portail,Non,3 route de St Symphorien d'Ozon,CORBAS,0073,SDC 3 route de St Symphorien d'Ozon,Yann GENIEIS
0001,Agence Genas,AF226791,Elévateur,Non,2 impasse de villa,AUBERIVES SUR VAREZE,0070,Monsieur Vitte-Rouby,Guillaume LANGLOIS
0001,Agence Genas,AF226807,Portail,Non,"Agence Rhone - Impasse Louis Verd, ZI le Broteau ",IRIGNY,0073,PROXIMARK,Yann GENIEIS
0001,Agence Genas,CM 000 046,Elévateur,Non,113 bis Grande rue,TOUSSIEU,0065,EAP FRANCE SAS,Khalil BELLAL
0001,Agence Genas,AF226817,Ascenseur,Non,7 Avenue Roger Salengro,VILLEURBANNE,0057,SDC SIGNATURE,Anouar BEN MESSAOUD
0001,Agence Genas,AF226819,Porte de garage,Non,7-7bis-9 Avenue Roger Salengro,VILLEURBANNE,0021,SDC SIGNATURE,Romain RICORDEAU 
0001,Agence Genas,AF226875,Ascenseur,Non,"21, Rue Henri Drevon ",MEYZIEU,0070,SDC DOMAINE DU PARC EQUILIBRE,Guillaume LANGLOIS
0001,Agence Genas,AF226876,Ascenseur,Non,"21, Rue Henri Drevon ",MEYZIEU,0070,SDC DOMAINE DU PARC EQUILIBRE,Guillaume LANGLOIS
0001,Agence Genas,AF226877,Ascenseur,Non,23 Rue Henri Drevon ,MEYZIEU,0070,SDC DOMAINE DU PARC EQUILIBRE,Guillaume LANGLOIS
0001,Agence Genas,AF226878,Ascenseur,Non,23 Rue Henri Drevon ,MEYZIEU,0070,SDC DOMAINE DU PARC EQUILIBRE,Guillaume LANGLOIS
0001,Agence Genas,AF226885,Ascenseur,Non,97 Boulevard des Belges,LYON,0056,SDC 97 Boulevard des Belges,Yaya DOUCOURE 
0001,Agence Genas,AF226892,Ascenseur,Non,9 Place Aristide Briand,LYON,0053,SDC 9 Place Aristide Briand,Christopher WILTORD
0001,Agence Genas,AF226894,Portail,Non,6 chemin de PUTET,ST GENIS LAVAL,0073,SDC LE GRAND PARC,Yann GENIEIS
0001,Agence Genas,AF226895,Ascenseur,Non,13 rue Hector Berlioz,DECINES CHARPIEU,0070,SCI L'ORANGERIE,Guillaume LANGLOIS
0001,Agence Genas,AF226896,Ascenseur,Non,16 rue Hector Berlioz,DECINES CHARPIEU,0070,SCI L'ORANGERIE,Guillaume LANGLOIS
0001,Agence Genas,AF236897,Monte Plats,Non,28 Av. des Frères Montgolfier,CHASSIEU,0070,TED,Guillaume LANGLOIS
0001,Agence Genas,AF226919,Rideau,Non,Impasse Louis Verd,IRIGNY,0073,PROXIMARK,Yann GENIEIS
0001,Agence Genas,AF226920,Porte sectionnelle,Non,Impasse Louis Verd,IRIGNY,0073,PROXIMARK,Yann GENIEIS
0001,Agence Genas,AF226928,Portail,Oui,"30, Avenue Auguste Wissel ",NEUVILLE-SUR-SAONE,0021,SDC ECRIN VERDE,Romain RICORDEAU 
0001,Agence Genas,AF226934,PUBLIC,Non,6 Rue du Marchil,ST CHEF,0070,SDC LES CHARMILLES,Guillaume LANGLOIS
0001,Agence Genas,AF226936,Porte de garage,Non,"161, Cours Albert Thomas ",LYON,0021,SDC 161 COURS ALBERT THOMAS,Romain RICORDEAU 
0001,Agence Genas,AF226943,Ascenseur,Non,1 Avenue Louis Mouillard,BRON,0071,DIRECTION GENERAL DE L'AVIATION CIVIL,Kenzy CHABBI
0001,Agence Genas,AF226946,Portail,Non,12 RUE DU CREUZAT,L ISLE D ABEAU,0058,SNEF - Marché Orange Nord Isère Fermeture,Olivier VUILLAUME 
0001,Agence Genas,AF226947,Portail,Non,12 RUE DU CREUZAT,L ISLE D ABEAU,0058,SNEF - Marché Orange Nord Isère Fermeture,Olivier VUILLAUME 
0001,Agence Genas,AF226949,Ascenseur,Non,12 RUE DU CREUZAT,ISLE D'ABEAU,0070,SNEF ORANGE ASCENSEURS BRON,Guillaume LANGLOIS
0001,Agence Genas,CM 000 058,Elévateur,Non,Domaine de Chanille,ST MARCEL BEL ACCUEIL,0064,EAP FRANCE SAS,Jimmy LARGETEAU 
0001,Agence Genas,AF226962,Porte de garage,Non,47 rue du Docteur Ollier,VILLEURBANNE,0021,SDC 47 RUE DU DOCTEUR OLLIER,Romain RICORDEAU 
0001,Agence Genas,2210691,EPMR elevtr pr pers a mobilité reduite,Non,172 rue Francis de Pressensé,VILLEURBANNE,0027,LOMATY,Luc CHAROLLAIS
0001,Agence Genas,AF226992,Portail,Non,54 avenue de Valioud,STE FOY LES LYON,0073,SDC LES CRETES I,Yann GENIEIS
0001,Agence Genas,AF226993,Ascenseur,Non,17 rue Marcel Mérieux,CORBAS,0065,WORLDMARECHAL,Khalil BELLAL
0001,Agence Genas,AF227004,Ascenseur,Non,204 rue du Chat Botté,BEYNOST,0070,SDC Le 1084,Guillaume LANGLOIS
0001,Agence Genas,AF227005,Porte de garage,Non,40 Rue Condorcet,VAULX MILIEU,0021,SENSO PUR / NEOREV,Romain RICORDEAU 
0001,Agence Genas,AF227006,Porte de garage,Non,40 Rue Condorcet,VAULX MILIEU,0021,SENSO PUR / NEOREV,Romain RICORDEAU 
0001,Agence Genas,AF237010,Porte de garage,Non,59 rue général Degoutte,MIRIBEL,0058,SDC LES TERRASSES DU CANAL,Olivier VUILLAUME 
0001,Agence Genas,AF237016,Ascenseur,Non,18 rue Docteur Edmond Locard,LYON,0072,SNEF - CNFPT,Nouredine BOUNAAS
0001,Agence Genas,AF237017,Ascenseur,Non,18 rue Docteur Edouard Locard,LYON,0072,SNEF - CNFPT,Nouredine BOUNAAS
0001,Agence Genas,AF237018,Ascenseur,Non,18 rue Docteur Edmond Locard,LYON,0072,SNEF - CNFPT,Nouredine BOUNAAS
0001,Agence Genas,AF237019,Plate-Forme,Non,18 rue Docteur Edmond Locard,LYON,0072,SNEF - CNFPT,Nouredine BOUNAAS
0001,Agence Genas,AF237021,Barrière Levante,Non,18 rue Docteur Edmond Locard,LYON,0021,SNEF - CNFPT,Romain RICORDEAU 
0001,Agence Genas,AF237022,Barrière Levante,Non,18 rue Docteur Edmond Locard,LYON,0021,SNEF - CNFPT,Romain RICORDEAU 
0001,Agence Genas,AF237023,Porte de garage,Non,18 rue Docteur Edmond Locard,LYON,0021,SNEF - CNFPT,Romain RICORDEAU 
0001,Agence Genas,AF237024,Porte automatique,Non,41 cours de la Liberté,LYON,0021,REGUS,Romain RICORDEAU 
0001,Agence Genas,AF237025,Porte de garage,Non,41 cours de la Liberté,LYON,0021,REGUS,Romain RICORDEAU 
0001,Agence Genas,AF237026,Ascenseur,Non,13 avenue Charles de Gaulle,CHARBONNIERES LES BAINS,0006,SDC LE RICHELIEU,Aurélien GUERIN
0001,Agence Genas,AF237052,Ascenseur,Non,203 cours Emile Zola,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237054,Porte sectionnelle,Non,1 rue d'Allemagne,MIONS,0058,STILL,Olivier VUILLAUME 
0001,Agence Genas,AF237055,Porte sectionnelle,Non,1 rue d'Allemagne,MIONS,0058,STILL,Olivier VUILLAUME 
0001,Agence Genas,AF237056,Rideau,Non,1 rue d'Allemagne,MIONS,0058,STILL,Olivier VUILLAUME 
0001,Agence Genas,AF237057,Porte basculante,Non,19 rue de Montbrillant,LYON,0021,SDC Le Valmont,Romain RICORDEAU 
0001,Agence Genas,AF237059,Ascenseur,Non,37 rue Duquesne,LYON,0056,SDC 37 rue Duquesne,Yaya DOUCOURE 
0001,Agence Genas,AF237060,Porte sectionnelle,Non,10 rue Simon Jallade,STE FOY LES LYON,0073,Centre Witkowska,Yann GENIEIS
0001,Agence Genas,AF237061,Porte sectionnelle,Non,10 rue Simon Jallade,STE FOY LES LYON,0073,Centre Witkowska,Yann GENIEIS
0001,Agence Genas,AF237078,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237080,Portail,Non,52-54-56 rue du 24 Avril 1915,MEYZIEU,0021,SDC EMERAUDE,Romain RICORDEAU 
0001,Agence Genas,AF237081,Portail,Non,52-54-56 rue du 24 Avril 1915,MEYZIEU,0021,SDC EMERAUDE,Romain RICORDEAU 
0001,Agence Genas,AF237082,EPMR elevtr pr pers a mobilité reduite,Oui,512 Route des Gantières ,MEYRIEU LES ETANGS,0070,Mme BOYET ,Guillaume LANGLOIS
0001,Agence Genas,AF237089,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237090,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237091,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237092,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237093,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237094,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237095,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237096,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237097,Ascenseur,Non,38 rue du Sergent Michel Berthet,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237098,Ascenseur,Non,19 rue COTTIN,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237099,Ascenseur,Non,19 rue COTTIN,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237100,Monte-Charge,Non,19 rue COTTIN,LYON,0072,FIDUCIAL,Nouredine BOUNAAS
0001,Agence Genas,AF237101,Porte sectionnelle,Non,11 allée Général Benoist,BRON,0021,SNEF Site de Bron,Romain RICORDEAU 
0001,Agence Genas,AF237102,Porte sectionnelle,Non,11 allée Général Benoist,BRON,0021,SNEF Site de Bron,Romain RICORDEAU 
0001,Agence Genas,AF237103,Porte sectionnelle,Non,11 allée Général Benoist,BRON,0021,SNEF Site de Bron,Romain RICORDEAU 
0001,Agence Genas,AF237104,Portail,Non,11 allée Général Benoist,BRON,0021,SNEF Site de Bron,Romain RICORDEAU 
0001,Agence Genas,AF237107,Rideau,Non,"7,Place Louis Grenier",FEYZIN,0073,EUROFINS,Yann GENIEIS
0001,Agence Genas,AF237120,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237121,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237122,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237123,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237124,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237125,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237126,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237127,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237128,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237129,Porte sectionnelle,Oui,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237130,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237131,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237132,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237133,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237134,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237135,Porte sectionnelle,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237136,Porte sectionnelle,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237140,Porte sectionnelle,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237141,Porte sectionnelle,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237142,Porte sectionnelle,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237143,Porte sectionnelle,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237144,Porte sectionnelle,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237145,Ascenseur,Non,36 rue Maréchal de Lattre de Tassigny,LYON,0072,SDC LE PAREDOR,Nouredine BOUNAAS
0001,Agence Genas,AF237146,Ascenseur,Non,38 rue Maréchal de Lattre de Tassigny,LYON,0072,SDC LE PAREDOR,Nouredine BOUNAAS
0001,Agence Genas,AF237147,Ascenseur,Non,40 rue Maréchal de Lattre de tassigny,LYON,0072,SDC LE PAREDOR,Nouredine BOUNAAS
0001,Agence Genas,AF237148,Rideau métallique,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237149,Rideau métallique,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237150,Rideau métallique,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237151,Rideau métallique,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237152,Rideau métallique,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237153,Rideau métallique,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237154,Rideau métallique,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237155,Rideau métallique,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237156,Rideau métallique,Non,26 rue Docteur Fernand Merlin,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237157,Ascenseur,Non,121 rue Pierre Audry,LYON,0072,SDC VILLAS LATINES,Nouredine BOUNAAS
0001,Agence Genas,AF237158,Porte automatique,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237159,Portail,Non,5 Rue Nicephore Niepce,ST ETIENNE,0073,RTE ST ETIENNE ,Yann GENIEIS
0001,Agence Genas,AF237160,Monte-Charge,Non,5 Rue Nicephore Niepce,ST ETIENNE,0071,RTE ST ETIENNE ,Kenzy CHABBI
0001,Agence Genas,AF237161,Ascenseur,Non,121 rue Pierre Audry,LYON,0072,SDC VILLAS LATINES,Nouredine BOUNAAS
0001,Agence Genas,AF237162,Ascenseur,Non,123 rue Pierre Audry,LYON,0072,SDC VILLAS LATINES,Nouredine BOUNAAS
0001,Agence Genas,AF237163,Ascenseur,Non,125 rue Pierre Audry,LYON,0072,SDC VILLAS LATINES,Nouredine BOUNAAS
0001,Agence Genas,AF237166,Barrière Levante,Non,26-28 avenue René Cassin,LYON,0021,Heron Building ,Romain RICORDEAU 
0001,Agence Genas,AF237167,Porte basculante,Non,26-28 avenue René Cassin,LYON,0021,Heron Building ,Romain RICORDEAU 
0001,Agence Genas,CM 000 061,Elévateur,Non,273 route de Thurins,YZERON,0006,Monsieur Daniel LAVENU,Aurélien GUERIN
0001,Agence Genas,AF237186,Porte Souple ,Non,11 rue d'Arsonval,CHASSIEU,0058,ABB CHASSIEU,Olivier VUILLAUME 
0001,Agence Genas,AF237193,Ascenseur,Non,189 cours Emile Zola,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237196,Ascenseur,Non,191 cours Emile Zola,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237197,Ascenseur,Non,193 cours Emile Zola,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237198,Ascenseur,Non,195 cours Emile Zola,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237199,Ascenseur,Non,197 cours Emile Zola,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237200,Ascenseur,Non,199 cours Emile Zola,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237201,Ascenseur,Non,11 rue Branly,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237204,Ascenseur,Non,11 Rue Branly,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237205,Ascenseur,Non,13 Rue Branly,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237206,Ascenseur,Non,13 Rue Branly,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,AF237208,Ascenseur,Non,201 cours Emile Zola,VILLEURBANNE,0027,SDC RESIDENCE HENRY BERTRAND,Luc CHAROLLAIS
0001,Agence Genas,HC7226,Ascenseur,Non,3 RUE DE LA CHAPELLE DE BEL AIR ,FRANCHEVILLE,0006,SDC LES MONTS,Aurélien GUERIN
0001,Agence Genas,AF237230,Portail,Non,20 Boulevard Général de Gaulle,OULLINS,0073,SDC RESIDENCE CLOS DU CHENE,Yann GENIEIS
0001,Agence Genas,AF237236,Ascenseur,Non,2 Rue du Palais de Justice,LYON,0072,SDC 2 RUE DU PALAIS DE JUSTICE,Nouredine BOUNAAS
0001,Agence Genas,AF237244,Portail,Non,TRIBUNAL JUDICIAIRE ,VIENNE,0073,Cours d'Appel de Grenoble ,Yann GENIEIS
0001,Agence Genas,AF237245,Portail,Non,TRIBUNAL JUDICIAIRE ,VIENNE,0073,Cours d'Appel de Grenoble ,Yann GENIEIS
0001,Agence Genas,AF237246,Porte automatique,Non,TRIBUNAL JUDICIAIRE ,VIENNE,0073,Cours d'Appel de Grenoble ,Yann GENIEIS
0001,Agence Genas,AF227257,Portail,Non,"55/65, Boulevard des Castors ",LYON,0021,SDC LES CASTORS DE SAINT IRENEE,Romain RICORDEAU 
0001,Agence Genas,AF237258,Portail,Non,"55/65, Boulevard des Castors ",LYON,0021,SDC LES CASTORS DE SAINT IRENEE,Romain RICORDEAU 
0001,Agence Genas,AF237261,Ascenseur,Non,13 quai Pierre Scize,LYON,0072,LA ROCHE QUAI PIERRE-SCIZE,Nouredine BOUNAAS
0001,Agence Genas,AF237262,Ascenseur,Non,13 bis quai Pierre Scize,LYON,0072,LA ROCHE QUAI PIERRE-SCIZE,Nouredine BOUNAAS
0001,Agence Genas,AF237263,Ascenseur,Non,13 ter quai Pierre Scize,LYON,0072,LA ROCHE QUAI PIERRE-SCIZE,Nouredine BOUNAAS
0001,Agence Genas,AF237264,Ascenseur,Non,14 quai Pierre Scize,LYON,0072,LA ROCHE QUAI PIERRE-SCIZE,Nouredine BOUNAAS
0001,Agence Genas,AF237265,Ascenseur,Non,14 bis quai Pierre Scize,LYON,0072,LA ROCHE QUAI PIERRE-SCIZE,Nouredine BOUNAAS
0001,Agence Genas,AF237266,Ascenseur,Non,14 ter quai Pierre Scize,LYON,0072,LA ROCHE QUAI PIERRE-SCIZE,Nouredine BOUNAAS
0001,Agence Genas,AF237276,Ascenseur,Non,222 Avenue Jean Jaurès,DECINES CHARPIEU,0070,SDC LE CLOS FLEURI,Guillaume LANGLOIS
0001,Agence Genas,AF237277,Ascenseur,Non,222 Avenue Jean Jaurès,DECINES CHARPIEU,0070,SDC LE CLOS FLEURI,Guillaume LANGLOIS
0001,Agence Genas,AF237278,Ascenseur,Non,224 Avenue Jean Jaurès,DECINES CHARPIEU,0070,SDC LE CLOS FLEURI,Guillaume LANGLOIS
0001,Agence Genas,AF237279,Portail,Non,222 Avenue Jean Jaurès,DECINES CHARPIEU,0070,SDC LE CLOS FLEURI,Guillaume LANGLOIS
0001,Agence Genas,AF237281,Porte de garage,Non,9 Rue Marat,DECINES CHARPIEU,0021,SDC LE CLOS FLEURI,Romain RICORDEAU 
0001,Agence Genas,AF237284,Portail,Non,29 Quai Tilsitt,LYON,0021,SDC 29 QUAI TILSITT,Romain RICORDEAU 
0001,Agence Genas,2305011,EPMR elevtr pr pers a mobilité reduite,Non,29 Rue Dr Charcot,SAINT DENIS EN BUGEY,0070,LOMATY,Guillaume LANGLOIS
0001,Agence Genas,AF237302,Monte voiture,Non,13 Avenue Pierre Million,LYON,0045,SDC GREY CEDAR,Mohamed BESSAFI
0001,Agence Genas,AF237303,Porte de garage,Non,13 Avenue Pierre Million,LYON,0045,SDC GREY CEDAR,Mohamed BESSAFI
0001,Agence Genas,AF237305,Portail,Non,5 Avenue louis Bleriot ,CHASSIEU,0058,ATTILA GESTION,Olivier VUILLAUME 
0001,Agence Genas,AF237306,Monte Plats,Non,65 Avenue Franklin Roosevelt,DECINES CHARPIEU,0070,HTI TEHNOLOGIES,Guillaume LANGLOIS
0001,Agence Genas,AF237307,Monte Plats,Non,49 Avenue Franklin Roosevelt,DECINES CHARPIEU,0070,HTI TEHNOLOGIES,Guillaume LANGLOIS
0001,Agence Genas,AF237313,Monte-escaliers ,Non,2 Rue des Quinilles,SALAISE SUR SANNE,0070,Mme Jeannette MOREL,Guillaume LANGLOIS
0001,Agence Genas,AF237321,Ascenseur,Non,54 Avenue Valioud,STE FOY LES LYON,0071,SDC LES CRETES I,Kenzy CHABBI
0001,Agence Genas,AF237322,Ascenseur,Non,54 Avenue Valioud,STE FOY LES LYON,0071,SDC LES CRETES I,Kenzy CHABBI
0001,Agence Genas,AF237325,Porte de garage,Non,8 Chemin des Villas ,FRANCHEVILLE,0073,LES NATUR'L,Yann GENIEIS
0001,Agence Genas,AF237330,Ascenseur,Non,1 Rue Cadets De La France Libre,LYON,0053,LES ALLEES DU CHATEAU,Christopher WILTORD
0001,Agence Genas,AF237331,Ascenseur,Non,5 Rue Cadets De La France Libre,LYON,0053,LES ALLEES DU CHATEAU,Christopher WILTORD
0001,Agence Genas,AF237336,Ascenseur,Non,2 Rue de Longchamps,VILLEURBANNE,0027,SDC LE JARDIN DE LONGCHAMP ,Luc CHAROLLAIS
0001,Agence Genas,AF237341,Ascenseur,Non,9 B Rue Honoré De Balzac,VILLEURBANNE,0027,SDC VIA ANTONIN,Luc CHAROLLAIS
0001,Agence Genas,AF237343,Porte sectionnelle,Non,4 Rue Armand Peugeot,GENAS,0021,SWAGELOCK,Romain RICORDEAU 
0001,Agence Genas,2307011,EPMR elevtr pr pers a mobilité reduite,Non,62 Route de Lyon,BELIGNEUX,0070,LOMATY,Guillaume LANGLOIS
0001,Agence Genas,CM 000 029,Ascenseur,Non,205 Rue du Château,DOLOMIEU,0070,DOMAINE DE DOLOMIEU,Guillaume LANGLOIS
0001,Agence Genas,CM 000 030,Ascenseur,Non,205 Rue du Château,DOLOMIEU,0070,DOMAINE DE DOLOMIEU,Guillaume LANGLOIS
