Agence,NomAgence,Référence,Type,Arrêt,Adresse,Ville,Secteur Inter.,Nom Client,Nom Technicien,adresse_complete,longitude,latitude
1,Agence Genas,AF192512,Porte automatique,Non,49 Avenue Albert Einstein,VILLEURBANNE,21,SILIRIC,Romain RICORDEAU ,"49 Avenue Albert Einstein, VILLEURBANNE, France",4.8881514,45.7846073
1,Agence Genas,AF192519,Ascenseur,Non,249 COURS EMILE ZOLA,VILLEURBANNE,27,SDC 249 COURS EMILE ZOLA,Luc CHAROLLAIS,"249 COURS EMILE ZOLA, VILLEURBANNE, France",4.8881284,45.7680284
1,Agence Genas,AF192556,Portail,Non,4 Rue des Lazaristes,MORNANT,73,SDC LE CLOS DES LAZARISTES,Yann GENIEIS,"4 Rue des Lazaristes, MORNANT, France",4.6740822,45.6162755
1,Agence Genas,AF192558,Ascenseur,Non,4 Rue des Lazaristes,MORNANT,6,SDC LE CLOS DES LAZARISTES,Aurélien GUERIN,"4 Rue des Lazaristes, MORNANT, France",4.6740822,45.6162755
1,Agence Genas,AF192559,Ascenseur,Non,67 Rue Villon,LYON,45,SDC Esprit Lumière,Mohamed BESSAFI,"67 Rue Villon, LYON, France",4.86405,45.7407892
1,Agence Genas,AF192580,Porte automatique,Non,48 rue Charles de Gaulle,ROANNE,73,ROUGEGORGE LINGERIE ROANNE,Yann GENIEIS,"48 rue Charles de Gaulle, ROANNE, France",4.0711456,46.0375763
1,Agence Genas,AF192581,Ascenseur,Non,56 Avenue Felix Faure,LYON,53,SDC FELIX FAURE,Christopher WILTORD,"56 Avenue Felix Faure, LYON, France",4.8531605,45.7528169
1,Agence Genas,Hors contrat n°2594,Rideau,Non,31 rue paul chenavard,LYON,21,Le Plateau de Pierre,Romain RICORDEAU ,"31 rue paul chenavard, LYON, France",4.8331243,45.7657483
1,Agence Genas,AF192595,Monte-Charge,Non,27 Place de la Croix Rousse,LYON,47,LE BOUILLON CROIX ROUSSE,Nefis ALIOUCHE,"27 Place de la Croix Rousse, LYON, France",4.8326319,45.7748306
1,Agence Genas,AF192599,Ascenseur,Non,19 Louis Dansard,LYON,45,SDC LE FLAMBEAU,Mohamed BESSAFI,"19 Louis Dansard, LYON, France",4.8447404,45.754151
1,Agence Genas,AF192601,Monte-Charge,Oui,27 Place de la Croix Rousse,LYON,47,LE BOUILLON CROIX ROUSSE,Nefis ALIOUCHE,"27 Place de la Croix Rousse, LYON, France",4.8326319,45.7748306
1,Agence Genas,AF192618,Ascenseur,Non,5 avenue de Lauterbourg,TASSIN LA DEMI LUNE,6,SDC LES AMANDIERS,Aurélien GUERIN,"5 avenue de Lauterbourg, TASSIN LA DEMI LUNE, France",4.7795951,45.7605513
1,Agence Genas,AF192630 ,EPMR elevtr pr pers a mobilité reduite,Non,31 Rue Maurice Flandin,LYON,53,HOTEL INVEST LYON PART DIEU,Christopher WILTORD,"31 Rue Maurice Flandin, LYON, France",4.8638511,45.7603235
1,Agence Genas,AF192635,Portail,Non,2 Rue du Guillot,SAINT GENIS LES OLLIERES,21,SDC VILLA DES LYS,Romain RICORDEAU ,"2 Rue du Guillot, SAINT GENIS LES OLLIERES, France",4.7263316,45.7572467
1,Agence Genas,AF192636,Porte de garage,Non,2 Rue du Guillot,SAINT GENIS LES OLLIERES,21,SDC VILLA DES LYS,Romain RICORDEAU ,"2 Rue du Guillot, SAINT GENIS LES OLLIERES, France",4.7263316,45.7572467
1,Agence Genas,AF192639,Ascenseur,Non,13 avenue des Balmes,MIRIBEL,70,Les HAUTS DE MIRIBEL,Guillaume LANGLOIS,"13 avenue des Balmes, MIRIBEL, France",4.959781,45.824005
1,Agence Genas,AF192640,Ascenseur,Non,13 avenue des Balmes,MIRIBEL,70,Les HAUTS DE MIRIBEL,Guillaume LANGLOIS,"13 avenue des Balmes, MIRIBEL, France",4.959781,45.824005
1,Agence Genas,AF202731,Ascenseur,Non,1 Route des Troques,CHAPONOST,71,ARAMIS - SDC 1 Route des Troques 69530 CHAPONOST,Kenzy CHABBI,"1 Route des Troques, CHAPONOST, France",4.7630211,45.6984882
1,Agence Genas,AF192732,park lift,Non,1 Passage Martin,VILLEURBANNE,21,SDC JONQUILLES ,Romain RICORDEAU ,"1 Passage Martin, VILLEURBANNE, France",4.8944715,45.7627412
1,Agence Genas,AF192733,park lift,Non,1 Passage Martin,VILLEURBANNE,21,SDC JONQUILLES ,Romain RICORDEAU ,"1 Passage Martin, VILLEURBANNE, France",4.8944715,45.7627412
1,Agence Genas,AF192734,park lift,Non,1 Passage Martin,VILLEURBANNE,21,SDC JONQUILLES ,Romain RICORDEAU ,"1 Passage Martin, VILLEURBANNE, France",4.8944715,45.7627412
1,Agence Genas,AF192743,Ascenseur,Non,469 CHEMIN DE WETTE FAYS,CALUIRE ET CUIRE,47,SDC L'ACROPOLIS BATIMENT D,Nefis ALIOUCHE,"469 CHEMIN DE WETTE FAYS, CALUIRE ET CUIRE, France",4.8585291,45.7899501
1,Agence Genas,AF192744,Ascenseur,Non,279 Avenue Berthelot,LYON,45,SDC Les Arts Berthelot,Mohamed BESSAFI,"279 Avenue Berthelot, LYON, France",4.8623022,45.7388166
1,Agence Genas,AF192747,Ascenseur,Non,39 Quai Saint Vincent,LYON,56,SDC 39 Quai Saint Vincent,Yaya DOUCOURE ,"39 Quai Saint Vincent, LYON, France",4.826483,45.768429
1,Agence Genas,AF192748,Ascenseur,Non,9 Rue Jules Valensaut,LYON,45,SDC Les Gemeaux,Mohamed BESSAFI,"9 Rue Jules Valensaut, LYON, France",4.8760524,45.7261541
1,Agence Genas,AF192749,Ascenseur,Non,10 Rue Général André,LYON,45,SDC Les Gemeaux,Mohamed BESSAFI,"10 Rue Général André, LYON, France",4.8766658,45.7258669
1,Agence Genas,AF192750,Porte de garage,Non,9 Rue Jules Valensaut,LYON,21,SDC Les Gemeaux,Romain RICORDEAU ,"9 Rue Jules Valensaut, LYON, France",4.8760524,45.7261541
1,Agence Genas,AF222756,Porte de garage,Non,61 Avenue Valioud     ,STE FOY LES LYON,73,SDC LE VAL ROSE ,Yann GENIEIS,"61 Avenue Valioud     , STE FOY LES LYON, France",4.8068864,45.7416814
1,Agence Genas,AF192782,Ascenseur,Non,13 Avenue Jean Bergeron,CRAPONNE,6,SDC LE CLOS DES SAISONS,Aurélien GUERIN,"13 Avenue Jean Bergeron, CRAPONNE, France",4.7228151,45.7444542
1,Agence Genas,AF192785,Ascenseur,Non,10 Rue Jean Palluy,MORNANT,6,SDC LES AMPHITEALES,Aurélien GUERIN,"10 Rue Jean Palluy, MORNANT, France",4.6724601,45.6174468
1,Agence Genas,AF192786,Porte de garage,Non,67 Rue Villon,LYON,21,SDC Esprit Lumière,Romain RICORDEAU ,"67 Rue Villon, LYON, France",4.86405,45.7407892
1,Agence Genas,AF192791,Ascenseur,Non,135 Rue des Gordes,SIMANDRES,70,Sdc Les Gordes,Guillaume LANGLOIS,"135 Rue des Gordes, SIMANDRES, France",4.8712642,45.6107947
1,Agence Genas,AF192792,Ascenseur,Non,135 Rue des Gordes,SIMANDRES,70,Sdc Les Gordes,Guillaume LANGLOIS,"135 Rue des Gordes, SIMANDRES, France",4.8712642,45.6107947
1,Agence Genas,AF192793,Ascenseur,Non,10A Chemin de Boutary,CALUIRE ET CUIRE,47,SDC PARC DU RHONE,Nefis ALIOUCHE,"10A Chemin de Boutary, CALUIRE ET CUIRE, France",4.8597454,45.7920429
1,Agence Genas,AF192794,Ascenseur,Non,10B Chemin de Boutary,CALUIRE ET CUIRE,47,SDC PARC DU RHONE,Nefis ALIOUCHE,"10B Chemin de Boutary, CALUIRE ET CUIRE, France",4.8553551,45.7925843
1,Agence Genas,AF192795,Ascenseur,Non,10C Chemin de Boutary,CALUIRE ET CUIRE,47,SDC PARC DU RHONE,Nefis ALIOUCHE,"10C Chemin de Boutary, CALUIRE ET CUIRE, France",4.858641,45.792751
1,Agence Genas,AF192796,Ascenseur,Non,12D Chemin de Boutary,CALUIRE ET CUIRE,47,SDC PARC DU RHONE,Nefis ALIOUCHE,"12D Chemin de Boutary, CALUIRE ET CUIRE, France",4.85868,45.793093
1,Agence Genas,AF192797,Ascenseur,Non,12E Chemin de Boutary,CALUIRE ET CUIRE,47,SDC PARC DU RHONE,Nefis ALIOUCHE,"12E Chemin de Boutary, CALUIRE ET CUIRE, France",4.8597454,45.7920429
1,Agence Genas,AF192798,Ascenseur,Non,12F Chemin de Boutary,CALUIRE ET CUIRE,47,SDC PARC DU RHONE,Nefis ALIOUCHE,"12F Chemin de Boutary, CALUIRE ET CUIRE, France",4.8553551,45.7925843
1,Agence Genas,AF192799,Ascenseur,Non,12H Chemin de Boutary,CALUIRE ET CUIRE,47,SDC PARC DU RHONE,Nefis ALIOUCHE,"12H Chemin de Boutary, CALUIRE ET CUIRE, France",4.8597454,45.7920429
1,Agence Genas,AF192803,Ascenseur,Non,126 Rue de la Pagère,BRON,71,SDC LE SOPRANO,Kenzy CHABBI,"126 Rue de la Pagère, BRON, France",4.9150286,45.7389469
1,Agence Genas,AF192804,EPMR elevtr pr pers a mobilité reduite,Non,6 RUE GENERAL BROSSET,RILLIEUX LA PAPE,47,Marché Crédit Agricole ,Nefis ALIOUCHE,"6 RUE GENERAL BROSSET, RILLIEUX LA PAPE, France",4.8963199,45.8202438
1,Agence Genas,AF192805,Ascenseur,Non,133 Rue Bataille,LYON,45,Commissariat Lyon Labois ,Mohamed BESSAFI,"133 Rue Bataille, LYON, France",4.8792764,45.7365405
1,Agence Genas,AF192806,Ascenseur,Non,133 Rue Bataille,LYON,45,Commissariat Lyon Labois ,Mohamed BESSAFI,"133 Rue Bataille, LYON, France",4.8792764,45.7365405
1,Agence Genas,AF192807,Porte basculante,Non,133 Rue Bataille,LYON,21,Commissariat Lyon Labois ,Romain RICORDEAU ,"133 Rue Bataille, LYON, France",4.8792764,45.7365405
1,Agence Genas,AF192808,Porte basculante,Oui,133 Rue Bataille,LYON,21,Commissariat Lyon Labois ,Romain RICORDEAU ,"133 Rue Bataille, LYON, France",4.8792764,45.7365405
1,Agence Genas,AF192809,Porte basculante,Non,133 Rue Bataille,LYON,21,Commissariat Lyon Labois ,Romain RICORDEAU ,"133 Rue Bataille, LYON, France",4.8792764,45.7365405
1,Agence Genas,AF192810,Rideau métallique,Non,133 Rue Bataille,LYON,21,Commissariat Lyon Labois ,Romain RICORDEAU ,"133 Rue Bataille, LYON, France",4.8792764,45.7365405
1,Agence Genas,AF192811,Rideau métallique,Non,133 Rue Bataille,LYON,21,Commissariat Lyon Labois ,Romain RICORDEAU ,"133 Rue Bataille, LYON, France",4.8792764,45.7365405
1,Agence Genas,CM 000 024,EPMR elevtr pr pers a mobilité reduite,Non,48 Chemin de la Vie Guerse,BRON,71,SCI LE PRINTEMPS,Kenzy CHABBI,"48 Chemin de la Vie Guerse, BRON, France",4.9338359,45.7400724
1,Agence Genas,AF192825,Porte automatique,Non,2 Place Bellecour,LYON,21,SDC 2 PLACE BELLECOUR,Romain RICORDEAU ,"2 Place Bellecour, LYON, France",4.8311213,45.7588279
1,Agence Genas,AF192857,Ascenseur,Non,59 Rue du Vieux Bourg,BRINDAS,6,SDC LES VALIS,Aurélien GUERIN,"59 Rue du Vieux Bourg, BRINDAS, France",4.6937066,45.7202726
1,Agence Genas,AF192858,Ascenseur,Oui,63 Rue du Vieux Bourg,BRINDAS,6,SDC LES VALIS,Aurélien GUERIN,"63 Rue du Vieux Bourg, BRINDAS, France",4.6939963,45.7218152
1,Agence Genas,AF192981,Portail,Non,5 Rue de la Doua,VILLEURBANNE,21,MTO - IRSTEA INRAE,Romain RICORDEAU ,"5 Rue de la Doua, VILLEURBANNE, France",4.8752063,45.7790991
1,Agence Genas,AF192982,Portail,Non,5 Rue de la Doua,VILLEURBANNE,21,MTO - IRSTEA INRAE,Romain RICORDEAU ,"5 Rue de la Doua, VILLEURBANNE, France",4.8752063,45.7790991
1,Agence Genas,AF192983,Porte automatique,Non,5 Rue de la Doua,VILLEURBANNE,21,MTO - IRSTEA INRAE,Romain RICORDEAU ,"5 Rue de la Doua, VILLEURBANNE, France",4.8752063,45.7790991
1,Agence Genas,AF192984,Porte automatique,Non,5 Rue de la Doua,VILLEURBANNE,21,MTO - IRSTEA INRAE,Romain RICORDEAU ,"5 Rue de la Doua, VILLEURBANNE, France",4.8752063,45.7790991
1,Agence Genas,AF192985,Porte automatique,Non,5 Rue de la Doua,VILLEURBANNE,21,MTO - IRSTEA INRAE,Romain RICORDEAU ,"5 Rue de la Doua, VILLEURBANNE, France",4.8752063,45.7790991
1,Agence Genas,AF193000,Portail,Non,281 Chemin Charlisse,VAUGNERAY,73,Monsieur Baptiste LOZANO,Yann GENIEIS,"281 Chemin Charlisse, VAUGNERAY, France",4.6859317,45.7349962
1,Agence Genas,AF193002,Portail,Non,13 Avenue Jean Bergeron,CRAPONNE,73,SDC LE CLOS DES SAISONS,Yann GENIEIS,"13 Avenue Jean Bergeron, CRAPONNE, France",4.7228151,45.7444542
1,Agence Genas,AF193003,Porte de garage,Non,13 Avenue Jean Bergeron,CRAPONNE,73,SDC LE CLOS DES SAISONS,Yann GENIEIS,"13 Avenue Jean Bergeron, CRAPONNE, France",4.7228151,45.7444542
1,Agence Genas,AF193004,Ascenseur,Non,64 Rue d'Anvers,LYON,45,SDC 64 RUE ANVERS,Mohamed BESSAFI,"64 Rue d'Anvers, LYON, France",4.8423618,45.7495813
1,Agence Genas,AF193005,Ascenseur,Non,3 & 5 Rue Louis Vitet,LYON,56,SDC 3 & 5 Rue Louis Vitet,Yaya DOUCOURE ,"3 & 5 Rue Louis Vitet, LYON, France",4.8309389,45.7684943
1,Agence Genas,TA193018,Monte-Charge,Non,6 RUE DE LA BARRE,LYON,56,BOULANGERIE KAYSER,Yaya DOUCOURE ,"6 RUE DE LA BARRE, LYON, France",4.8350353,45.757615
1,Agence Genas,TA193020,Monte-Charge,Non,95 Cours Vitton,LYON,56,BOULANGERIE MARIETTE,Yaya DOUCOURE ,"95 Cours Vitton, LYON, France",4.8619776,45.7704994
1,Agence Genas,TA193030,Monte voiture,Non,4 RUE RENEE SABRAN,LYON ,72,SDC RIVAGE DE L'ILE 57.0207,Nouredine BOUNAAS,"4 RUE RENEE SABRAN, LYON , France",4.8264394,45.7965952
1,Agence Genas,TA193035,Monte-Charge,Non,"65, Avenue Franklin Roosevelt ",DECINES,70,HTI TEHNOLOGIES,Guillaume LANGLOIS,"65, Avenue Franklin Roosevelt , DECINES, France",4.9370501,45.760761
1,Agence Genas,TA193058,Monte-Charge,Non,8 PLACE DES TERREAUX,LYON,47,MALANESE,Nefis ALIOUCHE,"8 PLACE DES TERREAUX, LYON, France",4.8330971,45.7677466
1,Agence Genas,1/035/106,Ascenseur,Non,30 Avenue Général Leclerc,VIENNE,65,UNIVERSITES GRENOBLE ALPES,Khalil BELLAL,"30 Avenue Général Leclerc, VIENNE, France",4.8657538,45.5132156
1,Agence Genas,1/035/107,Ascenseur,Non,30 Avenue Général Leclerc,VIENNE,65,UNIVERSITES GRENOBLE ALPES,Khalil BELLAL,"30 Avenue Général Leclerc, VIENNE, France",4.8657538,45.5132156
1,Agence Genas,AF193674,Ascenseur,Non,7 Rue de Montbrillant,LYON,53,SDC LE PRIVILEGE MONTBRILLANT,Christopher WILTORD,"7 Rue de Montbrillant, LYON, France",4.8697716,45.7502224
1,Agence Genas,AF193675,Ascenseur,Non,7 Bis Rue de Montbrillant,LYON,53,SDC LE PRIVILEGE MONTBRILLANT,Christopher WILTORD,"7 Bis Rue de Montbrillant, LYON, France",4.8701683,45.7502355
1,Agence Genas,AF193676,Ascenseur,Non,7 Ter Rue de Montbrillant,LYON,53,SDC LE PRIVILEGE MONTBRILLANT,Christopher WILTORD,"7 Ter Rue de Montbrillant, LYON, France",4.8702625,45.7504302
1,Agence Genas,AF193830,EPMR elevtr pr pers a mobilité reduite,Non,110 Montée des Grandes Vignes,MARCILLY D'AZERGUES,6,Monsieur et Madame André BERGER,Aurélien GUERIN,"110 Montée des Grandes Vignes, MARCILLY D'AZERGUES, France",4.7329717,45.8658725
1,Agence Genas,AF193832,Ascenseur,Non,20 montée de la Soeur Vially,CALUIRE ET CUIRE,47,SDC LES SOPHORES,Nefis ALIOUCHE,"20 montée de la Soeur Vially, CALUIRE ET CUIRE, France",4.844476,45.7873141
1,Agence Genas,AF193833,Ascenseur,Non,20 bis montée de la Soeur Vially,CALUIRE ET CUIRE,47,SDC LES SOPHORES,Nefis ALIOUCHE,"20 bis montée de la Soeur Vially, CALUIRE ET CUIRE, France",4.844476,45.7873141
1,Agence Genas,AF193834,Porte de garage,Non,51-53 avenue Albert Einstein,VILLEURBANNE,21,FEYSSINE 2,Romain RICORDEAU ,"51-53 avenue Albert Einstein, VILLEURBANNE, France",4.87942,45.7827313
1,Agence Genas,AF193850,Ascenseur,Non,28 rue Neuve,LYON,56,SDC 28 RUE NEUVE,Yaya DOUCOURE ,"28 rue Neuve, LYON, France",4.8363988,45.7652719
1,Agence Genas,AF193852,Ascenseur,Non,18 rue Chazière,LYON,47,Le Clos Saint Sébastien,Nefis ALIOUCHE,"18 rue Chazière, LYON, France",4.8189326,45.7746008
1,Agence Genas,AF193873,Portail,Non,74 Montée des Soldats,CALUIRE ET CUIRE,21,Monsieur BAUDUIN,Romain RICORDEAU ,"74 Montée des Soldats, CALUIRE ET CUIRE, France",4.8523867,45.7979479
1,Agence Genas,MC9620439A,Ascenseur,Non,439 Route Fleurie,SAINT VERAND,6,LES VIGNERONS DES PIERRES DOREES,Aurélien GUERIN,"439 Route Fleurie, SAINT VERAND, France",4.527112,45.9193437
1,Agence Genas,AF193889,Monte Plats,Non,16 Rue Lainerie,LYON,72,Restaurant Les Fines Gueules,Nouredine BOUNAAS,"16 Rue Lainerie, LYON, France",4.8280434,45.7649379
1,Agence Genas,AF203898,Ascenseur,Non,2 Chemin des verrières,CHARBONNIERES LES BAINS,6,SDC DOMAINE DE CHARBONNIERES,Aurélien GUERIN,"2 Chemin des verrières, CHARBONNIERES LES BAINS, France",4.7438465,45.789441
1,Agence Genas,AF203911,Porte de garage,Non,72 Rue Alexandre Boutin,VILLEURBANNE,21,SDC BELLECOMBE,Romain RICORDEAU ,"72 Rue Alexandre Boutin, VILLEURBANNE, France",4.8687923,45.7660968
1,Agence Genas,AF193912,Porte automatique,Non,2 Place Bellecour,LYON,21,SDC 2 PLACE BELLECOUR,Romain RICORDEAU ,"2 Place Bellecour, LYON, France",4.8311213,45.7588279
1,Agence Genas,AF193913,Ascenseur,Non,38 Rue du repos,LYON,45,SDC PARC BLANDAN,Mohamed BESSAFI,"38 Rue du repos, LYON, France",4.8509188,45.7452355
1,Agence Genas,AF193914,Ascenseur,Non,9 Route de Vienne,LYON,45,SDC PARC BLANDAN,Mohamed BESSAFI,"9 Route de Vienne, LYON, France",4.8495822,45.7447951
1,Agence Genas,AF203918,Ascenseur,Non,2 Allée des Tullistes,ECULLY,6,SDC LES TULLISTES,Aurélien GUERIN,"2 Allée des Tullistes, ECULLY, France",4.7801169,45.775043
1,Agence Genas,AF203919,Ascenseur,Non,4 Allée des Tullistes,ECULLY,6,SDC LES TULLISTES,Aurélien GUERIN,"4 Allée des Tullistes, ECULLY, France",4.7801776,45.7751866
1,Agence Genas,AF203920,Ascenseur,Non,10 Allée des Tullistes,ECULLY,6,SDC LES TULLISTES,Aurélien GUERIN,"10 Allée des Tullistes, ECULLY, France",4.7796637,45.775273
1,Agence Genas,AF203921,Ascenseur,Non,8 Allée des Tullistes,ECULLY,6,SDC LES TULLISTES,Aurélien GUERIN,"8 Allée des Tullistes, ECULLY, France",4.7794815,45.7755239
1,Agence Genas,AF203922,Ascenseur,Non,12 Allée des Tullistes,ECULLY,6,SDC LES TULLISTES,Aurélien GUERIN,"12 Allée des Tullistes, ECULLY, France",4.7792552,45.7753351
1,Agence Genas,AF203926,Ascenseur,Non,1 Rue du Colibri,GREZIEU LA VARENNE,6,SDC LE CLOS DE LA ROSERAIE,Aurélien GUERIN,"1 Rue du Colibri, GREZIEU LA VARENNE, France",4.6953927,45.7474833
1,Agence Genas,AF203927,Porte de garage,Non,19B Rue Colonel Klobb,VILLEURBANNE,21,SDC VILLA VERONE,Romain RICORDEAU ,"19B Rue Colonel Klobb, VILLEURBANNE, France",4.8822648,45.7748083
1,Agence Genas,AF193937,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF193938,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF193939,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF193940,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF193941,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF193942,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF193943,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF193944,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF193945,Parking automatisé,Non,256-258 Rue Vendôme,LYON,21,LES COLONNES VENDOMES,Romain RICORDEAU ,"256-258 Rue Vendôme, LYON, France",4.8444812,45.7714981
1,Agence Genas,AF204050,Ascenseur,Non,Avenue Henri Schneider,JONAGE,70,MOBILITY ,Guillaume LANGLOIS,"Avenue Henri Schneider, JONAGE, France",5.0348528,45.7683767
1,Agence Genas,AF204051,Ascenseur,Non,Avenue Henri Schneider,JONAGE,70,MOBILITY ,Guillaume LANGLOIS,"Avenue Henri Schneider, JONAGE, France",5.0348528,45.7683767
1,Agence Genas,AF204052,Ascenseur,Non,Avenue Henri Schneider,JONAGE,70,MOBILITY ,Guillaume LANGLOIS,"Avenue Henri Schneider, JONAGE, France",5.0348528,45.7683767
1,Agence Genas,AF204054,Ascenseur,Non,241 Rue Duguesclin,LYON,53,SDC MIRABEAU - CLOS TIPHAINE ,Christopher WILTORD,"241 Rue Duguesclin, LYON, France",4.8493919,45.7583266
1,Agence Genas,AF204055,Ascenseur,Non,245 Rue Duguesclin,LYON,53,SDC MIRABEAU - CLOS TIPHAINE ,Christopher WILTORD,"245 Rue Duguesclin, LYON, France",4.8494427,45.7580406
1,Agence Genas,AF204056,Portail,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,AF204057,Porte sectionnelle,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,AF204058,Porte sectionnelle,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,AF204059,Porte sectionnelle,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,AF204060,Porte sectionnelle,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,AF204062,Porte sectionnelle,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,AF204063,Niveleur de quai,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,AF204065,Niveleur de quai,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,AF204066,Niveleur de quai,Non,40 Rue Condorcet,VAULX MILIEU,21,SENSO PUR / NEOREV,Romain RICORDEAU ,"40 Rue Condorcet, VAULX MILIEU, France",5.1698833,45.6264117
1,Agence Genas,571633,Portail,Non,42 Route de Corbas,VENISSIEUX,73,SNEF - Marché Orange Bron Fermeture,Yann GENIEIS,"42 Route de Corbas, VENISSIEUX, France",4.8910779,45.689354
1,Agence Genas,AF204132,Portail,Non,"90, Avenue Georges Clemenceau ",SAINT GENIS LAVAL ,73,SNEF - Marché Orange Bron Fermeture,Yann GENIEIS,"90, Avenue Georges Clemenceau , SAINT GENIS LAVAL , France",4.7953592,45.7003687
1,Agence Genas,AF204139,Ascenseur,Non,2 Chemin des verrières,CHARBONNIERES LES BAINS,6,SDC DOMAINE DE CHARBONNIERES,Aurélien GUERIN,"2 Chemin des verrières, CHARBONNIERES LES BAINS, France",4.7438465,45.789441
1,Agence Genas,AF204140,Ascenseur,Non,18 Chemin Jean Baptiste Gilliard,CALUIRE ET CUIRE,47,SDC LE PETIT VERSAILLES ,Nefis ALIOUCHE,"18 Chemin Jean Baptiste Gilliard, CALUIRE ET CUIRE, France",4.8553199,45.7909353
1,Agence Genas,AF204141,Ascenseur,Non,18 Bis Chemin Jean Baptiste Gilliard,CALUIRE ET CUIRE,47,SDC LE PETIT VERSAILLES ,Nefis ALIOUCHE,"18 Bis Chemin Jean Baptiste Gilliard, CALUIRE ET CUIRE, France",4.855373,45.79102
1,Agence Genas,AF204142,Ascenseur,Non,20 Chemin Jean Baptiste Gilliard,CALUIRE ET CUIRE,47,SDC LE PETIT VERSAILLES ,Nefis ALIOUCHE,"20 Chemin Jean Baptiste Gilliard, CALUIRE ET CUIRE, France",4.8546022,45.7910623
1,Agence Genas,AF204143,Ascenseur,Non,22 Chemin Jean Baptiste Gilliard,CALUIRE ET CUIRE,47,SDC LE PETIT VERSAILLES ,Nefis ALIOUCHE,"22 Chemin Jean Baptiste Gilliard, CALUIRE ET CUIRE, France",4.8545594,45.7912751
1,Agence Genas,AF204144,Ascenseur,Non,24 Chemin Jean Baptiste Gilliard,CALUIRE ET CUIRE,47,SDC LE PETIT VERSAILLES ,Nefis ALIOUCHE,"24 Chemin Jean Baptiste Gilliard, CALUIRE ET CUIRE, France",4.8547858,45.7913882
1,Agence Genas,AF204145,Ascenseur,Non,26 Chemin Jean Baptiste Gilliard,CALUIRE ET CUIRE,47,SDC LE PETIT VERSAILLES ,Nefis ALIOUCHE,"26 Chemin Jean Baptiste Gilliard, CALUIRE ET CUIRE, France",4.8550329,45.7915015
